,,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Cre03.g149350.t1.1.v5.5,CHLRE_03g149350v5,99.8957996542397,4.91655348062199,0.969166417194193,4.04115682419196,5.31881731490201e-05,0.0069232605530514
Cre16.g662951.t1.2.v5.5,CHLRE_16g662951v5,21.7891972522141,4.90639045036302,0.796868341012441,4.90217800019494,9.47798937755986e-07,0.000237801379861328
Cre04.g224867.t1.1.v5.5,CHLRE_04g224867v5,29.5967077936959,4.89857089686491,1.01043216043816,3.8583202806751,0.000114168973704232,0.0127515695017269
Cre02.g086000.t1.1.v5.5,CHLRE_02g086000v5,31.8474502234386,4.74292040440906,0.898364116184363,4.16637345256669,3.09483561883715e-05,0.00461877536494041
Cre01.g037600.t1.1.v5.5,CHLRE_01g037600v5,34.3738339276232,4.63963502228082,0.851950353965925,4.27212102834151,1.93622433300702e-05,0.00321876103745384
Cre10.g439450.t1.1.v5.5,CHLRE_10g439450v5,52.0779101795077,4.53434187153645,0.983293712715559,3.59439079680035,0.000325151485707937,0.0284294066695748
Cre16.g668850.t1.1.v5.5,CHLRE_16g668850v5,64.9858045086805,4.50707507166264,0.828453539760335,4.23327911988548,2.30308372515787e-05,0.00365788857338835
Cre05.g239350.t1.1.v5.5,CHLRE_05g239350v5,43.3905715290035,4.41439098444033,0.857703468000054,3.98085248786719,6.86685549603459e-05,0.00848659076117879
Cre06.g300500.t1.1.v5.5,CHLRE_06g300500v5,107.417320641801,4.34922985879146,0.85221481513199,3.93003008082268,8.49352351648193e-05,0.00998906132951414
Cre03.g170250.t1.1.v5.5,CHLRE_03g170250v5,29.7212146721425,4.31046420176482,0.799609673399772,4.14010024127075,3.47154088606268e-05,0.00505036267390899
Cre17.g707600.t1.2.v5.5,CHLRE_17g707600v5,24.5467859632859,4.28583667771514,0.862826739812939,3.80822304884468,0.000139968993642907,0.0146857164724
Cre02.g090050.t1.1.v5.5,CHLRE_02g090050v5,31.067026258857,4.28213458798973,0.907664822748142,3.61602047995249,0.000299166717542891,0.0268350995549354
Cre06.g254300.t1.2.v5.5,CHLRE_06g254300v5,25.400771378451,4.23911784031389,0.91242868174901,3.54999563813022,0.000385237534170906,0.0322185130027378
Cre17.g735450.t1.1.v5.5,CHLRE_17g735450v5,91.9392865867245,3.96698631991809,0.730809117923579,4.05986494578512,4.91011081307137e-05,0.00653875679968396
Cre08.g382250.t1.2.v5.5,CHLRE_08g382250v5,20.0896263302037,3.88322143057302,0.800408467398707,3.60218756798434,0.000315550542297809,0.0280144153244086
Cre14.g614850.t1.1.v5.5,CHLRE_14g614850v5,106.849337554704,3.7926259252821,0.769068145426513,3.63118137435448,0.000282126817853551,0.0255716202653439
Cre03.g203500.t1.2.v5.5,CHLRE_03g203500v5,20.9619734673453,3.65653094996478,0.765935427822234,3.46834844487874,0.000523667808585467,0.0413960598275416
Cre07.g335200.t1.1.v5.5,CHLRE_07g335200v5,2787.15104301434,3.50653970045047,0.709769547995078,3.53148385631761,0.000413235085477869,0.0342293100468558
Cre12.g537371.t1.2.v5.5,CHLRE_12g537371v5,273.83230771224,3.46899172905694,0.659935033712857,3.74126482597258,0.00018309646086933,0.0182170455779876
Cre05.g241350.t1.1.v5.5,CHLRE_05g241350v5,30.5632514756507,3.36831135848567,0.486207870297525,4.87098523731513,1.11043137472878e-06,0.000270757576891614
Cre03.g149400.t1.1.v5.5,CHLRE_03g149400v5,115.358874766982,3.34902158386281,0.530058112076386,4.43163028797169,9.3523275198544e-06,0.00166914942292494
Cre01.g025983.t1.1.v5.5,CHLRE_01g025983v5,39.0269728633176,3.33881737820813,0.570688631123693,4.09823720091106,4.16308543879317e-05,0.00581220444486995
Cre10.g447700.t1.1.v5.5,CHLRE_10g447700v5,46.8469623867144,3.19942984370317,0.434737605361564,5.05921230778722,4.20991924602134e-07,0.000117551809656648
Cre07.g331450.t1.1.v5.5,CHLRE_07g331450v5,25.634132796975,3.03442741910537,0.469915446463697,4.3293478314349,1.49551564831442e-05,0.00255362839239817
Cre17.g707551.t1.1.v5.5,CHLRE_17g707551v5,126.860182724389,2.9725905307688,0.42843088511609,4.60422112246716,4.14012391176036e-06,0.000860907455857082
Cre03.g179200.t1.2.v5.5,CHLRE_03g179200v5,60.0709088335504,2.94893542795185,0.485824799584109,4.01160136250814,6.0308273028234e-05,0.00756562914974483
Cre09.g403850.t1.1.v5.5,CHLRE_09g403850v5,62.2225890900094,2.87807273551308,0.500682319286222,3.75102667533872,0.000176111959875026,0.0178241897874707
Cre16.g676150.t1.2.v5.5,CHLRE_16g676150v5,106.108217042054,2.77405746237583,0.433461179733869,4.0927712683868,4.2624813543887e-05,0.00590336617657418
Cre03.g149050.t1.1.v5.5,CHLRE_03g149050v5,24.2247530165071,2.7209868394872,0.503646305999913,3.41705442685705,0.000633026227568006,0.0493357384341741
Cre06.g264100.t1.1.v5.5,CHLRE_06g264100v5,78.0170659170334,2.70946363129512,0.336017616988003,5.0874226375939,3.6296236803609e-07,0.000103009910089193
Cre11.g467628.t1.1.v5.5,CHLRE_11g467628v5,53.2866310286872,2.70553892665523,0.495886756498815,3.43937180072544,0.000583065864483648,0.0458819829360951
Cre09.g392319.t1.1.v5.5,CHLRE_09g392319v5,341.672307217847,2.48492299355328,0.404729424648923,3.66892769123806,0.00024356995205569,0.0230419836611372
Cre17.g720600.t1.1.v5.5,CHLRE_17g720600v5,75.8209973844339,2.47290488531499,0.362538404273934,4.06275547073368,4.84968252558275e-05,0.00650834913820842
Cre03.g177711.t1.1.v5.5,CHLRE_03g177711v5,84.1492525406486,2.33803383934579,0.295114434517484,4.5339491493647,5.78909717601479e-06,0.00115196379668009
Cre03.g162850.t1.1.v5.5,CHLRE_03g162850v5,265.112321829501,2.33795078803976,0.384730418543915,3.47763193017982,0.000505864037848101,0.0403405982443346
Cre07.g332950.t1.2.v5.5,CHLRE_07g332950v5,247.193320515724,2.3015973521968,0.369944953465494,3.51835412269844,0.000434232481860875,0.0357427167982402
Cre03.g146127.t1.1.v5.5,CHLRE_03g146127v5,79.8054874987557,2.27775377363232,0.299219754401021,4.27028548362435,1.95222914124684e-05,0.00321876103745384
Cre07.g321400.t1.1.v5.5,CHLRE_07g321400v5,2670.86325851518,2.17235068576447,0.21218354207473,5.52517256664317,3.29161917219648e-08,1.35677407402537e-05
Cre13.g607750.t1.2.v5.5,None,133.132418436612,2.1279967763503,0.226929702108019,4.9706881288434,6.67156905187994e-07,0.000183330481628803
Cre04.g230536.t1.1.v5.5,CHLRE_04g230536v5,152.834980145072,2.11491405303785,0.31045196442697,3.59126106705671,0.000329081788050679,0.0284853195736668
Cre10.g433050.t1.1.v5.5,CHLRE_10g433050v5,271.983711270577,2.03784657011019,0.260482015470669,3.98433100356235,6.76704944863227e-05,0.00842814101113106
