,,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Cre11.g467653.t1.1.v5.5,CHLRE_11g467653v5,394.47250698711,-4.60597019332537,0.506775947523912,-7.11551171862833,1.11498371667251e-12,1.60854984191955e-09
Cre01.g004926.t1.1.v5.5,CHLRE_01g004926v5,13.6825187038185,-4.62498998313828,0.991672292588259,-3.65543134585023,0.000256749914065833,0.0238970672704715
Cre14.g608275.t1.1.v5.5,CHLRE_14g608275v5,42.229850618552,-4.64920985612961,0.862597078227458,-4.230491788389,2.33180956391329e-05,0.00366984428822427
Cre08.g365851.t1.1.v5.5,CHLRE_08g365851v5,115.046280207545,-4.76106144549077,0.644493967035393,-5.83568138394106,5.35711816204875e-09,2.81037665519358e-06
Cre08.g376250.t1.1.v5.5,CHLRE_08g376250v5,11.5908259182467,-4.85202741733439,0.874913118774036,-4.40275421030605,1.0688523515877e-05,0.00185039719106863
Cre04.g213950.t1.1.v5.5,CHLRE_04g213950v5,30.6546247825924,-4.9274005251212,0.800188087998059,-4.90809671379503,9.19645041734271e-07,0.000234130808272113
Cre03.g162800.t1.2.v5.5,CHLRE_03g162800v5,1170.74138104415,-4.95971925096817,0.721369335957855,-5.48917046177231,4.03825764462203e-08,1.51978948573253e-05
Cre06.g283634.t2.1.v5.5,CHLRE_06g283634v5,80.0141189871201,-5.01585714625546,1.09572328478505,-3.66502857246777,0.000247310971198532,0.0232687365945054
Cre06.g284100.t1.2.v5.5,CHLRE_06g284100v5,93.3780768616442,-5.115637960114,0.993088851650544,-4.14427969186613,3.40883490629956e-05,0.00500116524558118
Cre12.g530400.t1.2.v5.5,CHLRE_12g530400v5,499.988945522442,-5.16427062113094,1.09141362693973,-3.81548344123882,0.000135916570784118,0.0145201358477018
Cre11.g469550.t1.2.v5.5,CHLRE_11g469550v5,440.149879402251,-5.43937283097547,0.85668152718064,-5.18205738086306,2.1945167541072e-07,6.7841917941257e-05
Cre01.g053150.t2.1.v5.5,CHLRE_01g053150v5,2942.79522225506,-5.43940404481079,0.587401633649268,-7.55769781781288,4.10265799292308e-14,7.8916905748316e-11
Cre14.g628237.t2.1.v5.5,CHLRE_14g628237v5,15.0868728059311,-5.69717227664942,1.1650114898285,-4.03186776925339,5.5335320113205e-05,0.00709603749481337
Cre13.g591550.t1.1.v5.5,CHLRE_13g591550v5,69.2668160449802,-5.73071234493399,0.812654813157014,-5.82130600636702,5.83895514121205e-09,2.97305857072538e-06
Cre03.g151300.t1.1.v5.5,CHLRE_03g151300v5,15.8417511373952,-5.80862327524761,1.13301770631136,-4.24408484391873,2.19487303303448e-05,0.00351830018036045
Cre07.g325742.t1.1.v5.5,CHLRE_07g325742v5,24.0871489366208,-5.81470772448895,0.895775789553288,-5.3749027163259,7.66240415070803e-08,2.55099116648187e-05
Cre03.g177800.t1.1.v5.5,CHLRE_03g177800v5,26.0008371428131,-5.88235794341479,0.996626245070964,-4.89888558279653,9.63817460870637e-07,0.000238365826894178
Cre01.g006900.t2.1.v5.5,CHLRE_01g006900v5,22.1468307105445,-5.90948651229207,1.27151259393981,-3.861138722252,0.000112859799298591,0.0126872002951766
Cre12.g552300.t1.2.v5.5,CHLRE_12g552300v5,188.92257704645,-5.94715872230098,0.648977177623025,-7.62300877886135,2.47830018300627e-14,5.36304159602557e-11
Cre13.g606962.t1.1.v5.5,CHLRE_13g606962v5,17.4385772043394,-5.99082342180713,1.10187449389419,-4.52939372810856,5.91531776614363e-06,0.00116370433144862
Cre14.g615400.t1.2.v5.5,CHLRE_14g615400v5,40.3403701485724,-6.16963733032685,1.2283941360722,-4.2084516512402,2.57126530619915e-05,0.00397444151615354
Cre05.g234892.t2.1.v5.5,CHLRE_05g234892v5,26.4058998322371,-6.18166520640607,1.27862514447974,-4.05252878748483,5.0666987214362e-05,0.00669577773019111
Cre16.g655200.t1.2.v5.5,CHLRE_16g655200v5,181.434578552908,-6.35208422459642,1.39375930651055,-3.8400347890742,0.000123016876746796,0.0135809055567204
Cre10.g435050.t2.1.v5.5,CHLRE_10g435050v5,36.198316836947,-6.4485498437465,1.52213434571013,-3.57954595736066,0.00034419171559847,0.0296450098529389
Cre12.g554450.t2.1.v5.5,CHLRE_12g554450v5,35.2126925944369,-6.53066168714245,1.41057858341323,-3.92084620607219,8.8238566504895e-05,0.0101969448691391
Cre13.g574551.t1.1.v5.5,CHLRE_13g574551v5,51.6681936315393,-6.53731212313297,1.22757810669987,-4.51076154984473,6.4595300632739e-06,0.00123123505058956
Cre05.g243450.t1.1.v5.5,CHLRE_05g243450v5,262.739057269193,-6.65845048535544,1.49300272844067,-3.78998000309434,0.000150659412909407,0.0156180584208842
Cre13.g574850.t2.1.v5.5,CHLRE_13g574850v5,35.2176725897656,-6.7409599716636,1.23889154369771,-4.63394879145643,3.58755774615756e-06,0.000770366652127328
Cre12.g531000.t1.2.v5.5,CHLRE_12g531000v5,40.2603906896983,-6.89838835205029,1.21731963921052,-4.84538995516052,1.26363236934582e-06,0.000299671281891985
Cre09.g404201.t1.1.v5.5,CHLRE_09g404201v5,375.265857841211,-6.97619396162608,0.54246202631327,-11.016796884829,3.17144482880774e-28,5.49040528763196e-24
Cre16.g651050.t1.2.v5.5,None,71.6478366241888,-7.09293889789042,1.4663118233417,-4.15528184448838,3.24886804828496e-05,0.00480721398734267
Cre06.g271750.t2.1.v5.5,CHLRE_06g271750v5,46.2799998003025,-7.1819425828011,1.10295142033197,-5.60490921797846,2.08364145387426e-08,9.00328631279915e-06
Cre06.g281600.t2.1.v5.5,CHLRE_06g281600v5,659.100140903054,-7.74220525780682,0.836262178198148,-8.06231040166603,7.48658073845626e-16,4.32025619147183e-12
Cre08.g379187.t1.1.v5.5,CHLRE_08g379187v5,252.782827405039,-9.16410266908371,1.71879563661108,-4.74989725083358,2.03520029275719e-06,0.000457576460626137
Cre08.g365825.t1.1.v5.5,CHLRE_08g365825v5,136.879582611115,-9.20084202103078,0.871337054741449,-9.41179073747093,4.87755017465963e-21,4.22200743118537e-17
Cre10.g458350.t2.1.v5.5,CHLRE_10g458350v5,17.6680423351238,-21.0273865481318,3.35573391169563,-5.96810923486245,2.40018667385897e-09,1.66208126791386e-06
