  , baseMean , log2FoldChange , lfcSE , stat , pvalue , padj 
 Cre05.g243450
 Cre06.g252200
 Cre12.g505050
 Cre06.g300700
 Cre06.g309000
 Cre17.g705700
 Cre10.g431000
 Cre08.g367500
 Cre08.g365851
 Cre08.g367400
 Cre42.g760347
 Cre11.g467653
 Cre12.g552300
 Cre07.g325760
 Cre03.g162800
 Cre05.g235950
 Cre01.g053150
 Cre04.g213950
 Cre14.g608275
 Cre11.g469550
 Cre03.g177800
 Cre01.g006900
 Cre09.g404201
 Cre14.g618600
 Cre12.g554450
 Cre14.g615400
 Cre01.g047050
 Cre12.g531000
 Cre13.g574850
 Cre05.g234892
 Cre06.g281600
 Cre06.g271750
 Cre16.g651050
 Cre08.g365825
 Cre08.g379187
