"geneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CHLRE_01g042450v5",102.671155102767,2.63523089105276,0.372148870889703,4.39402351844676,1.11271770072293e-05,0.000454579243532076
"CHLRE_06g278193v5",227.71320728816,2.63190505171204,0.383601827138313,4.2541639175343,2.09831553594348e-05,0.000804675869703382
"CHLRE_03g178350v5",491.461401244337,2.45416135695826,0.340584685948064,4.26960288279081,1.95821307255666e-05,0.000759680412527893
"CHLRE_03g201888v5",379.095079102262,2.45123796718217,0.465294954202632,3.11896347483314,0.00181488457735032,0.0424420087259331
"CHLRE_16g684939v5",73.3436058198419,2.38237574374576,0.377969193926874,3.65737675439551,0.000254809711094495,0.00782328343050552
"CHLRE_09g401034v5",37.9454449867152,2.38056472297066,0.445363177921437,3.0998627444099,0.00193610339560176,0.045107449193372
"CHLRE_12g507500v5",54.2373977463236,2.36893551115304,0.360460901321304,3.7977364705439,0.000146023448053811,0.00459606506783205
"CHLRE_03g198851v5",1169.07342361364,2.35052475081284,0.201341150678671,6.70764394789913,1.97791813889087e-11,1.79972569565079e-09
"CHLRE_06g287400v5",440.475026364413,2.32794776462185,0.331520557485023,4.00562720663813,6.18531355210646e-05,0.00209151362645384
"CHLRE_12g508100v5",109.474957641424,2.3012919513212,0.401780432513079,3.23881365546302,0.00120027965119539,0.030109270748909
"CHLRE_03g149100v5",50.0608872003704,2.2842092940014,0.390178016770573,3.29134199981472,0.000997106109734381,0.0257882042695902
"CHLRE_04g221150v5",223.90548278033,2.27671165705218,0.397524990194499,3.21165131386462,0.0013197444976821,0.0327774756260549
"CHLRE_06g249300v5",221.452797846032,2.20233154470935,0.33074945005861,3.63517322401077,0.000277793913453167,0.00832466850225375
"CHLRE_01g018550v5",79.5934067423506,2.19386472252304,0.249731428365116,4.78059461854185,1.74777475212295e-06,8.25164032735781e-05
"CHLRE_07g325748v5",109.946828504273,2.15657838517394,0.362711159278428,3.1887036160531,0.0014291232216525,0.0350590547194113
"CHLRE_12g528800v5",678.07397011897,2.13667298885633,0.245646453525679,4.62727213253868,3.70513531194156e-06,0.000164820885943213
"CHLRE_10g433000v5",719.536212885625,2.10264317482766,0.241021851633755,4.57486807670527,4.76520155081865e-06,0.000205581475526482
"CHLRE_07g340400v5",1103.59966498978,2.09766748113357,0.173378222156228,6.33105742741142,2.434866927244e-10,2.04794815754497e-08
"CHLRE_02g103500v5",182.602771891725,2.09614250962285,0.308139148515856,3.55729713313739,0.000374690258859617,0.0108389445113465
"CHLRE_03g168800v5",236.237911664095,2.09451333864803,0.190221477914949,5.75388936436191,8.72132447362084e-09,6.02011976941179e-07
"CHLRE_03g177711v5",194.834080537395,2.09313309095218,0.284012854475859,3.84888597021265,0.000118656222885607,0.00383106495116788
"CHLRE_07g321350v5",6772.29539690691,2.08309808886218,0.225764568066591,4.79746710539056,1.60684587127636e-06,7.69517718928473e-05
"CHLRE_09g393400v5",102.674682316435,2.06194121219963,0.2368264999533,4.48404723461706,7.32404386851321e-06,0.000308009895293902
"CHLRE_11g467693v5",557.622566203724,2.05415565922864,0.334824619115033,3.14838156768415,0.00164177235221441,0.0393121996969236
"CHLRE_04g230438v5",403.99550346112,2.04252110876881,0.300666097103212,3.46737167513415,0.000525574621726695,0.0146940681253142
"CHLRE_07g346650v5",71.3948107636273,2.03466098353899,0.288682125274015,3.58408399050304,0.000338263231707583,0.00989963943321988
"CHLRE_04g221770v5",220.523577913225,2.01540730331093,0.311613586213918,3.25854631580108,0.00111984595095683,0.0283043891998154
"CHLRE_03g146147v5",195.977370664159,2.00863707528024,0.186531613966716,5.40732508463801,6.39729679492923e-08,3.8341642886495e-06
"CHLRE_10g430700v5",946.508139671901,1.91857200716902,0.299683178904774,3.06514369784132,0.00217565437357837,0.0491560375285461
"CHLRE_12g531800v5",191.123780816117,1.90652664014633,0.222197463100563,4.07982443857181,4.50697263057755e-05,0.00157728283424653
"CHLRE_06g306150v5",86.5358779433567,1.90422741935857,0.292801454815919,3.08819305534888,0.00201377603389266,0.0462290924844762
"CHLRE_15g644051v5",771.866525170001,1.87668340188975,0.189066719407124,4.6368996333086,3.53674037097989e-06,0.000158032296308651
"CHLRE_10g427800v5",132.87735467187,1.865323243585,0.265368227992232,3.26083966468784,0.00111082833506429,0.028218986816392
"CHLRE_01g014450v5",87.0295481472973,1.83633153607744,0.242510833055548,3.44863578067821,0.000563426116602841,0.0155782651963476
"CHLRE_11g467569v5",9146.41124723002,1.8232232231439,0.208617615795053,3.94608681537538,7.94388207028891e-05,0.00263279190865966
"CHLRE_09g399663v5",200.080048592746,1.77130803324148,0.233014542709953,3.31012830474521,0.000932532145710351,0.0241806068559972
"CHLRE_09g398030v5",322.480307173351,1.76912655128207,0.241487164615837,3.18495830826294,0.00144774864115352,0.0354291348393779
"CHLRE_12g512650v5",186.028382422264,1.72992839406127,0.210415075649566,3.46899285523118,0.000522413346936757,0.0146465971694398
"CHLRE_17g720600v5",146.022947353519,1.70338861777189,0.199529943538193,3.52522837073447,0.000423117856438634,0.0120312120031088
"CHLRE_12g517850v5",77.8213012453541,1.68931484739612,0.222733580057869,3.09479534795351,0.00196948739338403,0.045420735761246
"CHLRE_02g106700v5",176.783658458999,1.68202789286336,0.210063177371263,3.24677509594152,0.00116720585464313,0.0293531743696559
"CHLRE_16g656350v5",225.494496355168,1.64279690381704,0.15682755909901,4.09874965541752,4.15388025524044e-05,0.00145881359560356
"CHLRE_07g312900v5",527.731863059132,1.54109273815346,0.163197716032699,3.31556562988324,0.00091457863036127,0.0238449992632346
"CHLRE_16g687800v5",646.808236308482,1.372814441318,0.0917892208112055,4.0616364102797,4.87299308483051e-05,0.00169943511449716
